"file","bucket","middle_form","occurrence_count","distinct_neighborhood_count","max_neighborhood_reuse","shared_neighborhood_ratio","context_reuse_ratio","neighborhood_pattern_signature"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> cn318 Nov <num> <num>:<num>:<num> cn318/cn318 ntpd[<num>]: synchronized to <ip>, stratum <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> cn327 Nov <num> <num>:<num>:<num> cn327/cn327 ntpd[<num>]: synchronized to <ip>, stratum <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> cn328 Nov <num> <num>:<num>:<num> cn328/cn328 ntpd[<num>]: synchronized to <ip>, stratum <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> cn373 Nov <num> <num>:<num>:<num> cn373/cn373 ntpd[<num>]: synchronized to <ip>, stratum <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> cn379 Nov <num> <num>:<num>:<num> cn379/cn379 ntpd[<num>]: synchronized to <ip>, stratum <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> cn390 Nov <num> <num>:<num>:<num> cn390/cn390 ntpd[<num>]: synchronized to <ip>, stratum <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> cn439 Nov <num> <num>:<num>:<num> cn439/cn439 ntpd[<num>]: synchronized to <ip>, stratum <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> cn499 Nov <num> <num>:<num>:<num> cn499/cn499 ntpd[<num>]: synchronized to <ip>, stratum <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> cn507 Nov <num> <num>:<num>:<num> cn507/cn507 ntpd[<num>]: synchronized to <ip>, stratum <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> cn535 Nov <num> <num>:<num>:<num> cn535/cn535 ntpd[<num>]: synchronized to <ip>, stratum <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> cn538 Nov <num> <num>:<num>:<num> cn538/cn538 ntpd[<num>]: synchronized to <ip>, stratum <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> cn548 Nov <num> <num>:<num>:<num> cn548/cn548 ntpd[<num>]: synchronized to <ip>, stratum <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> cn564 Nov <num> <num>:<num>:<num> cn564/cn564 ntpd[<num>]: synchronized to <ip>, stratum <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> cn591 Nov <num> <num>:<num>:<num> cn591/cn591 ntpd[<num>]: synchronized to <ip>, stratum <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> cn610 Nov <num> <num>:<num>:<num> cn610/cn610 ntpd[<num>]: synchronized to <ip>, stratum <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> cn656 Nov <num> <num>:<num>:<num> cn656/cn656 ntpd[<num>]: synchronized to <ip>, stratum <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> cn661 Nov <num> <num>:<num>:<num> cn661/cn661 ntpd[<num>]: synchronized to <ip>, stratum <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> cn697 Nov <num> <num>:<num>:<num> cn697/cn697 ntpd[<num>]: synchronized to <ip>, stratum <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> cn729 Nov <num> <num>:<num>:<num> cn729/cn729 ntpd[<num>]: synchronized to <ip>, stratum <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> cn730 Nov <num> <num>:<num>:<num> cn730/cn730 ntpd[<num>]: synchronized to <ip>, stratum <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> cn733 Nov <num> <num>:<num>:<num> cn733/cn733 ntpd[<num>]: synchronized to <ip>, stratum <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> cn737 Nov <num> <num>:<num>:<num> cn737/cn737 ntpd[<num>]: synchronized to <ip>, stratum <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> cn740 Nov <num> <num>:<num>:<num> cn740/cn740 ntpd[<num>]: synchronized to <ip>, stratum <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> cn765 Nov <num> <num>:<num>:<num> cn765/cn765 ntpd[<num>]: synchronized to <ip>, stratum <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> cn770 Nov <num> <num>:<num>:<num> cn770/cn770 ntpd[<num>]: synchronized to <ip>, stratum <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> cn814 Nov <num> <num>:<num>:<num> cn814/cn814 ntpd[<num>]: synchronized to <ip>, stratum <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> cn846 Nov <num> <num>:<num>:<num> cn846/cn846 ntpd[<num>]: synchronized to <ip>, stratum <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> cn864 Nov <num> <num>:<num>:<num> cn864/cn864 ntpd[<num>]: synchronized to <ip>, stratum <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> cn874 Nov <num> <num>:<num>:<num> cn874/cn874 ntpd[<num>]: synchronized to <ip>, stratum <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> cn884 Nov <num> <num>:<num>:<num> cn884/cn884 ntpd[<num>]: synchronized to <ip>, stratum <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> cn91 Nov <num> <num>:<num>:<num> cn91/cn91 ntpd[<num>]: synchronized to <ip>, stratum <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> cn912 Nov <num> <num>:<num>:<num> cn912/cn912 ntpd[<num>]: synchronized to <ip>, stratum <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> cn921 Nov <num> <num>:<num>:<num> cn921/cn921 ntpd[<num>]: synchronized to <ip>, stratum <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> cn926 Nov <num> <num>:<num>:<num> cn926/cn926 ntpd[<num>]: synchronized to <ip>, stratum <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> cn967 Nov <num> <num>:<num>:<num> cn967/cn967 ntpd[<num>]: synchronized to <ip>, stratum <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> dadmin1 Nov <num> <num>:<num>:<num> src@dadmin1 crond(pam_unix)[<num>]: session closed for user root","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> dadmin1 Nov <num> <num>:<num>:<num> src@dadmin1 sendmail[<num>]: unable to qualify my own domain name (dadmin1) -- using short name","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> dn233 Nov <num> <num>:<num>:<num> dn233/dn233 ntpd[<num>]: synchronized to <ip>, stratum <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> dn235 Nov <num> <num>:<num>:<num> dn235/dn235 ntpd[<num>]: synchronized to <ip>, stratum <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> dn340 Nov <num> <num>:<num>:<num> dn340/dn340 ntpd[<num>]: synchronized to <ip>, stratum <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> dn345 Nov <num> <num>:<num>:<num> dn345/dn345 ntpd[<num>]: synchronized to <ip>, stratum <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> dn393 Nov <num> <num>:<num>:<num> dn393/dn393 ntpd[<num>]: synchronized to <ip>, stratum <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> dn428 Nov <num> <num>:<num>:<num> dn428/dn428 ntpd[<num>]: synchronized to <ip>, stratum <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> dn637 Nov <num> <num>:<num>:<num> dn637/dn637 ntpd[<num>]: synchronized to <ip>, stratum <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> dn639 Nov <num> <num>:<num>:<num> dn639/dn639 ntpd[<num>]: synchronized to <ip>, stratum <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> dn678 Nov <num> <num>:<num>:<num> dn678/dn678 ntpd[<num>]: synchronized to <ip>, stratum <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> dn77 Nov <num> <num>:<num>:<num> dn77/dn77 ntpd[<num>]: synchronized to <ip>, stratum <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> dn82 Nov <num> <num>:<num>:<num> dn82/dn82 ntpd[<num>]: synchronized to <ip>, stratum <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> dn846 Nov <num> <num>:<num>:<num> dn846/dn846 ntpd[<num>]: synchronized to <ip>, stratum <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> dn869 Nov <num> <num>:<num>:<num> dn869/dn869 ntpd[<num>]: synchronized to <ip>, stratum <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> dn926 Nov <num> <num>:<num>:<num> dn926/dn926 ntpd[<num>]: synchronized to <ip>, stratum <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> eadmin1 Nov <num> <num>:<num>:<num> src@eadmin1 crond(pam_unix)[<num>]: session opened for user root by (uid=<num>)","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> eadmin1 Nov <num> <num>:<num>:<num> src@eadmin1 sendmail[<num>]: unable to qualify my own domain name (eadmin1) -- using short name","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> tbird-admin1 Nov <num> <num>:<num>:<num> local@tbird-admin1 ACPI: PCI interrupt <num>:<num>:0e.<num>[A] -> GSI <num> (level, low) -> IRQ <num>","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> tbird-admin1 Nov <num> <num>:<num>:<num> local@tbird-admin1 gmetad: Warning: we failed to resolve data source name an14 an15 an16 an17 an18 an19 an20 an21 an22 an23 an24 an25 an26 an27 an28 an29 an30 an31 an32 an33 an34 an35 an36 an37 an38 an39 an40 an41 an42 an43 an44 an45 an46 an47 an48 an49 an50 an51 an52 an53 an54 an55 an56 an57 an58 an59 an60 an61 an62 an63 an64 an65 an66 an67 an68 an69 an70 an71 an72 an73 an74 an75 an76 an77 an78 an79 an80 an81 an82 an83 an84 an85 an86 an87 an88 an89 an90 an91 an92 an93 an94 an95 an96 an97 an98 an99 an100 an101 an102 an103 an104 an105 an106 an107 an108 an109 an110 an111 an112 an113 an114 an115 an116 an117 an118 an119 an120 an121 an122 an123 an124 an125 an126 an127 an128","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> tbird-admin1 Nov <num> <num>:<num>:<num> local@tbird-admin1 md: ... autorun DONE.","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> tbird-admin1 Nov <num> <num>:<num>:<num> local@tbird-admin1 md: Autodetecting RAID arrays.","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> tbird-admin1 Nov <num> <num>:<num>:<num> local@tbird-admin1 md: autorun ...","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> tbird-admin1 Nov <num> <num>:<num>:<num> local@tbird-admin1 xinetd[<num>]: removing chargen","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> tbird-admin1 Nov <num> <num>:<num>:<num> local@tbird-admin1 xinetd[<num>]: removing daytime","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> tbird-admin1 Nov <num> <num>:<num>:<num> local@tbird-admin1 xinetd[<num>]: removing echo","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","2","- <hex> <num>.<num>.<num> tbird-admin1 Nov <num> <num>:<num>:<num> local@tbird-admin1 xinetd[<num>]: removing time","2","2","1","0.5","0","1-1"
"Thunderbird_2k.log","3","- <hex> <num>.<num>.<num> #<num># Nov <num> <num>:<num>:<num> #<num>#/#<num># sshd[<num>]: connection lost: 'Connection closed.'","3","3","1","0.3333","0","1-1-1"
"Thunderbird_2k.log","3","- <hex> <num>.<num>.<num> #<num># Nov <num> <num>:<num>:<num> #<num>#/#<num># sshd[<num>]: Local disconnected: Connection closed.","3","3","1","0.3333","0","1-1-1"
"Thunderbird_2k.log","3","- <hex> <num>.<num>.<num> aadmin1 Nov <num> <num>:<num>:<num> src@aadmin1 dhcpd: DHCPACK on <ip> to <num>:<num>:<num>:e3:ba:c3 via eth1","3","3","1","0.3333","0","1-1-1"
"Thunderbird_2k.log","3","- <hex> <num>.<num>.<num> aadmin4 Nov <num> <num>:<num>:<num> src@aadmin4 dhcpd: DHCPREQUEST for <ip> (<ip>) from <num>:<num>:<num>:e3:ba:c3 via eth1: unknown lease <ip>.","3","3","1","0.3333","0","1-1-1"
"Thunderbird_2k.log","3","- <hex> <num>.<num>.<num> bn10 Nov <num> <num>:<num>:<num> bn10/bn10 ntpd[<num>]: synchronized to <ip>, stratum <num>","3","3","1","0.3333","0","1-1-1"
"Thunderbird_2k.log","3","- <hex> <num>.<num>.<num> bn138 Nov <num> <num>:<num>:<num> bn138/bn138 ntpd[<num>]: synchronized to <ip>, stratum <num>","3","3","1","0.3333","0","1-1-1"
"Thunderbird_2k.log","3","- <hex> <num>.<num>.<num> bn263 Nov <num> <num>:<num>:<num> bn263/bn263 ntpd[<num>]: synchronized to <ip>, stratum <num>","3","3","1","0.3333","0","1-1-1"
"Thunderbird_2k.log","3","- <hex> <num>.<num>.<num> bn364 Nov <num> <num>:<num>:<num> bn364/bn364 ntpd[<num>]: synchronized to <ip>, stratum <num>","3","3","1","0.3333","0","1-1-1"
"Thunderbird_2k.log","3","- <hex> <num>.<num>.<num> bn85 Nov <num> <num>:<num>:<num> bn85/bn85 ntpd[<num>]: synchronized to <ip>, stratum <num>","3","3","1","0.3333","0","1-1-1"
"Thunderbird_2k.log","3","- <hex> <num>.<num>.<num> bn964 Nov <num> <num>:<num>:<num> bn964/bn964 ntpd[<num>]: synchronized to <ip>, stratum <num>","3","3","1","0.3333","0","1-1-1"
"Thunderbird_2k.log","3","- <hex> <num>.<num>.<num> cn25 Nov <num> <num>:<num>:<num> cn25/cn25 ntpd[<num>]: synchronized to <ip>, stratum <num>","3","3","1","0.3333","0","1-1-1"
"Thunderbird_2k.log","3","- <hex> <num>.<num>.<num> cn665 Nov <num> <num>:<num>:<num> cn665/cn665 ntpd[<num>]: synchronized to <ip>, stratum <num>","3","3","1","0.3333","0","1-1-1"
"Thunderbird_2k.log","3","- <hex> <num>.<num>.<num> cn684 Nov <num> <num>:<num>:<num> cn684/cn684 ntpd[<num>]: synchronized to <ip>, stratum <num>","3","3","1","0.3333","0","1-1-1"
"Thunderbird_2k.log","3","- <hex> <num>.<num>.<num> cn918 Nov <num> <num>:<num>:<num> cn918/cn918 ntpd[<num>]: synchronized to <ip>, stratum <num>","3","3","1","0.3333","0","1-1-1"
"Thunderbird_2k.log","3","- <hex> <num>.<num>.<num> cn92 Nov <num> <num>:<num>:<num> cn92/cn92 ntpd[<num>]: synchronized to <ip>, stratum <num>","3","3","1","0.3333","0","1-1-1"
"Thunderbird_2k.log","3","- <hex> <num>.<num>.<num> cn936 Nov <num> <num>:<num>:<num> cn936/cn936 ntpd[<num>]: synchronized to <ip>, stratum <num>","3","3","1","0.3333","0","1-1-1"
"Thunderbird_2k.log","3","- <hex> <num>.<num>.<num> eadmin1 Nov <num> <num>:<num>:<num> src@eadmin1 crond(pam_unix)[<num>]: session closed for user root","3","3","1","0.3333","0","1-1-1"
"Thunderbird_2k.log","3","- <hex> <num>.<num>.<num> tbird-admin1 Nov <num> <num>:<num>:<num> local@tbird-admin1 EXT3-fs: mounted filesystem with ordered data mode.","3","3","1","0.3333","0","1-1-1"
"Thunderbird_2k.log","3","- <hex> <num>.<num>.<num> tbird-admin1 Nov <num> <num>:<num>:<num> local@tbird-admin1 IOAPIC[<num>]: apic_id <num>, version <num>, address 0x<hex>, GSI <num>-<num>","3","3","1","0.3333","0","1-1-1"
"Thunderbird_2k.log","3","- <hex> <num>.<num>.<num> aadmin1 Nov <num> <num>:<num>:<num> src@aadmin1 dhcpd: DHCPREQUEST for <ip> (<ip>) from <num>:<num>:<num>:e3:ba:c3 via eth1","3","2","2","0.6667","0.5","2-1"
"Thunderbird_2k.log","3","- <hex> <num>.<num>.<num> aadmin2 Nov <num> <num>:<num>:<num> src@aadmin2 dhcpd: DHCPREQUEST for <ip> (<ip>) from <num>:<num>:<num>:e3:ba:c3 via eth1: unknown lease <ip>.","3","2","2","0.6667","0.5","2-1"
"Thunderbird_2k.log","3","- <hex> <num>.<num>.<num> aadmin3 Nov <num> <num>:<num>:<num> src@aadmin3 dhcpd: DHCPREQUEST for <ip> (<ip>) from <num>:<num>:<num>:e3:ba:c3 via eth1: unknown lease <ip>.","3","2","2","0.6667","0.5","2-1"
"Thunderbird_2k.log","4","- <hex> <num>.<num>.<num> tbird-admin1 Nov <num> <num>:<num>:<num> local@tbird-admin1 ip_tables: (C) <num>-<num> Netfilter core team","4","3","2","0.5","0.3333","2-1-1"
