terrain_id,candidate_id,bin_size,span_start,span_end,bin_count,active_bin_count,quiet_bin_count,distributed_low_count,localized_deformation_count,dense_deformation_count,dominant_localization_class,candidate_type,boundary_note
openstack_long_horizon_001,candidate_0014,500,32501,33000,1,1,0,0,1,0,localized_deformation,localized_deformation_candidate,quiet_bins_break_groups
openstack_long_horizon_001,candidate_0015,500,34501,35000,1,1,0,0,1,0,localized_deformation,localized_deformation_candidate,quiet_bins_break_groups
openstack_long_horizon_001,candidate_0016,500,37001,38500,3,3,0,2,1,0,distributed_low,mixed_deformation_candidate,quiet_bins_break_groups
openstack_long_horizon_001,candidate_0017,500,39501,42000,5,5,0,5,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_long_horizon_001,candidate_0018,500,42501,43000,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_long_horizon_001,candidate_0019,500,43501,47000,7,7,0,6,1,0,distributed_low,mixed_deformation_candidate,quiet_bins_break_groups
openstack_long_horizon_001,candidate_0020,500,48001,48500,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_long_horizon_001,candidate_0021,500,49001,49500,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_long_horizon_001,candidate_0022,500,50001,52000,4,4,0,4,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_long_horizon_001,candidate_0023,500,54001,55500,3,3,0,3,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_long_horizon_001,candidate_0024,500,56001,58500,5,5,0,5,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_long_horizon_001,candidate_0025,500,59001,60000,2,2,0,2,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_long_horizon_001,candidate_0026,500,60501,62500,4,4,0,4,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_long_horizon_001,candidate_0027,500,63501,67500,8,8,0,7,1,0,distributed_low,mixed_deformation_candidate,quiet_bins_break_groups
openstack_long_horizon_001,candidate_0028,500,68001,69000,2,2,0,1,1,0,distributed_low,mixed_deformation_candidate,quiet_bins_break_groups
openstack_long_horizon_001,candidate_0029,500,69501,71000,3,3,0,2,1,0,distributed_low,mixed_deformation_candidate,quiet_bins_break_groups
openstack_long_horizon_001,candidate_0030,500,71501,72000,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_long_horizon_001,candidate_0031,500,72501,74500,4,4,0,3,1,0,distributed_low,mixed_deformation_candidate,quiet_bins_break_groups
openstack_long_horizon_001,candidate_0032,500,75001,75500,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_long_horizon_001,candidate_0033,500,77501,79500,4,4,0,4,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_long_horizon_001,candidate_0034,500,80001,82000,4,4,0,3,1,0,distributed_low,mixed_deformation_candidate,quiet_bins_break_groups
openstack_long_horizon_001,candidate_0035,500,82501,86000,7,7,0,5,2,0,distributed_low,mixed_deformation_candidate,quiet_bins_break_groups
openstack_long_horizon_001,candidate_0036,500,86501,88500,4,4,0,4,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_long_horizon_001,candidate_0037,500,89501,90000,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_long_horizon_001,candidate_0038,500,91501,93500,4,4,0,3,1,0,distributed_low,mixed_deformation_candidate,quiet_bins_break_groups
openstack_long_horizon_001,candidate_0039,500,94501,95000,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_long_horizon_001,candidate_0040,500,95501,96500,2,2,0,2,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_long_horizon_001,candidate_0041,500,97001,98000,2,2,0,2,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_long_horizon_001,candidate_0042,500,98501,99000,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_long_horizon_001,candidate_0043,500,100001,101000,2,2,0,2,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_long_horizon_001,candidate_0044,500,101501,102000,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_long_horizon_001,candidate_0045,500,103501,104500,2,2,0,1,1,0,distributed_low,mixed_deformation_candidate,quiet_bins_break_groups
openstack_long_horizon_001,candidate_0046,500,105501,109500,8,8,0,8,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_long_horizon_001,candidate_0047,500,110001,114500,9,9,0,8,1,0,distributed_low,mixed_deformation_candidate,quiet_bins_break_groups
openstack_long_horizon_001,candidate_0048,500,115001,115500,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_long_horizon_001,candidate_0049,500,116001,117000,2,2,0,2,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_long_horizon_001,candidate_0050,500,117501,118000,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_long_horizon_001,candidate_0051,500,119001,120000,2,2,0,2,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_long_horizon_001,candidate_0052,500,121001,122000,2,2,0,2,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
openstack_long_horizon_001,candidate_0053,500,123001,123500,1,1,0,0,1,0,localized_deformation,localized_deformation_candidate,quiet_bins_break_groups
