terrain,window_size,line_start,line_end,pseudo_cadence,imperfect_echo,reinforcement_candidate,divergence_zone,total_marked,marked_share,weak_signal_class,boundary_note
sparse_misleading_structural_v2,25,1051,1075,25,0,0,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,1076,1100,25,0,0,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,1101,1125,25,0,0,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,1126,1150,25,0,0,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,1151,1175,9,0,0,16,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,1176,1200,0,0,0,4,4,0.16,local_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,1201,1225,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,1226,1250,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,1251,1275,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,1276,1300,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,1301,1325,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,1326,1350,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,1351,1375,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,1376,1400,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,1401,1425,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,1426,1450,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,1451,1475,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,1476,1500,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,1501,1525,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,1526,1550,11,0,0,0,11,0.44,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,1551,1575,25,0,0,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,1576,1600,25,0,0,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,1601,1625,25,0,0,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,1626,1650,25,0,0,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,1651,1675,9,6,10,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,1676,1700,0,25,0,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,1701,1725,0,25,0,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,1726,1750,0,25,0,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,1751,1775,0,25,0,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,1776,1800,0,14,0,0,14,0.56,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,1801,1825,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,1826,1850,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,1851,1875,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,1876,1900,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,1901,1925,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,1926,1950,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,1951,1975,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,1976,2000,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,2001,2025,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,2026,2050,11,0,0,0,11,0.44,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,2051,2075,25,0,0,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,2076,2100,25,0,0,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,2101,2125,25,0,0,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,2126,2150,25,0,0,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,2151,2175,9,0,0,0,9,0.36,local_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,2176,2200,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,2201,2225,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,2226,2250,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,2251,2275,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,2276,2300,0,0,0,1,1,0.04,weak_trace_present,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,2301,2325,0,0,0,25,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,2326,2350,0,0,0,25,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,2351,2375,0,0,0,25,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,2376,2400,0,6,0,19,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,2401,2425,0,25,0,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,2426,2450,0,25,0,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,2451,2475,0,25,0,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,2476,2500,0,25,0,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,2501,2525,0,14,0,11,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,2526,2550,11,0,0,14,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,2551,2575,25,0,0,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,2576,2600,25,0,0,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,2601,2625,25,0,0,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,2626,2650,25,0,0,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,2651,2675,9,0,0,0,9,0.36,local_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,2676,2700,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,2701,2725,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,2726,2750,0,0,11,0,11,0.44,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,2751,2775,0,0,25,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,2776,2800,0,0,25,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,2801,2825,0,0,25,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,2826,2850,0,0,25,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,2851,2875,0,0,25,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,2876,2900,0,0,4,0,4,0.16,local_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,2901,2925,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,2926,2950,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,2951,2975,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,2976,3000,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,3001,3025,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,3026,3050,11,0,0,0,11,0.44,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,3051,3075,25,0,0,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,3076,3100,25,0,0,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,3101,3125,25,0,0,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,3126,3150,25,0,0,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,3151,3175,9,16,0,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,3176,3200,0,25,0,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,3201,3225,0,25,0,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,3226,3250,0,14,0,0,14,0.56,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,3251,3275,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,3276,3300,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,3301,3325,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,3326,3350,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,3351,3375,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,3376,3400,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,3401,3425,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,3426,3450,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,3451,3475,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,3476,3500,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,3501,3525,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,3526,3550,11,0,0,0,11,0.44,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,3551,3575,25,0,0,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,3576,3600,25,0,0,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,3601,3625,25,0,0,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,3626,3650,25,0,0,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,3651,3675,9,0,0,0,9,0.36,local_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,3676,3700,0,0,0,1,1,0.04,weak_trace_present,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,3701,3725,0,0,0,25,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,3726,3750,0,0,0,25,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,3751,3775,0,0,0,25,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,3776,3800,0,0,0,25,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,3801,3825,0,0,0,25,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,3826,3850,0,6,5,14,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,3851,3875,0,25,0,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,3876,3900,0,25,0,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,3901,3925,0,25,0,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,3926,3950,0,25,0,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,3951,3975,0,14,11,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,3976,4000,0,0,4,0,4,0.16,local_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,4001,4025,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,4026,4050,11,0,0,0,11,0.44,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,4051,4075,25,0,0,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,4076,4100,25,0,0,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,4101,4125,25,0,0,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,4126,4150,25,0,0,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,4151,4175,9,0,0,0,9,0.36,local_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,4176,4200,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,4201,4225,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,4226,4250,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,4251,4275,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,4276,4300,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,4301,4325,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,4326,4350,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,4351,4375,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,4376,4400,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,4401,4425,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,4426,4450,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,4451,4475,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,4476,4500,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,4501,4525,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,4526,4550,11,0,0,0,11,0.44,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,4551,4575,25,0,0,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,4576,4600,25,0,0,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,4601,4625,25,0,0,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,4626,4650,25,0,0,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,4651,4675,9,16,0,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,4676,4700,0,14,0,0,14,0.56,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,4701,4725,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,4726,4750,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,4751,4775,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,4776,4800,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,4801,4825,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,4826,4850,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,4851,4875,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,4876,4900,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,4901,4925,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,4926,4950,0,0,11,0,11,0.44,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,4951,4975,0,0,25,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,25,4976,5000,0,0,25,0,25,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,1,50,11,0,0,0,11,0.22,local_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,51,100,50,0,0,0,50,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,101,150,50,0,0,0,50,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,151,200,9,0,0,0,9,0.18,local_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,201,250,0,31,0,0,31,0.62,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,251,300,0,50,0,0,50,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,301,350,0,39,0,0,39,0.78,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,351,400,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,401,450,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,451,500,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,501,550,11,0,0,0,11,0.22,local_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,551,600,50,0,0,0,50,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,601,650,50,0,0,0,50,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,651,700,9,0,20,0,29,0.58,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,701,750,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,751,800,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,801,850,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,851,900,0,0,0,1,1,0.02,weak_trace_present,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,901,950,0,6,0,44,50,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,951,1000,0,50,0,0,50,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,1001,1050,11,39,0,0,50,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,1051,1100,50,0,0,0,50,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,1101,1150,50,0,0,0,50,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,1151,1200,9,0,0,20,29,0.58,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,1201,1250,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,1251,1300,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,1301,1350,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,1351,1400,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,1401,1450,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
