from_window_size,to_window_size,from_segment,to_segment,from_dominant,to_dominant,from_interval,to_interval,overlap_lines,from_overlap_count,to_overlap_count,relation_type,relation_note
40,50,27,18,stable,middle,21681-23360,21651-21700,20,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
40,50,27,19,stable,stable,21681-23360,21701-23400,1660,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
40,50,30,20,middle,residual,24041-24080,23401-24050,10,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
40,50,30,21,middle,middle,24041-24080,24051-24100,30,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
40,50,31,21,residual,middle,24081-24120,24051-24100,20,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
40,50,31,22,residual,stable,24081-24120,24101-25567,20,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
40,50,1,1,middle,middle,1-240,1-700,240,1,5,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
40,50,2,1,stable,middle,241-280,1-700,40,1,5,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
40,50,3,1,middle,middle,281-600,1-700,320,1,5,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
40,50,4,1,stable,middle,601-640,1-700,40,1,5,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
40,50,5,1,middle,middle,641-680,1-700,40,1,5,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
40,50,7,3,residual,residual,2921-3160,2901-3200,240,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
40,50,8,3,stable,residual,3161-3200,2901-3200,40,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
40,50,9,4,middle,middle,3201-3240,3201-3250,40,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
40,50,10,4,stable,middle,3241-5120,3201-3250,10,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
40,50,13,8,residual,residual,5801-5840,5801-5850,40,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
40,50,14,8,stable,residual,5841-5880,5801-5850,10,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
40,50,14,9,stable,stable,5841-5880,5851-5900,30,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
40,50,15,9,middle,stable,5881-6240,5851-5900,20,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
40,50,16,11,stable,stable,6241-7400,6251-7450,1150,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
40,50,17,11,residual,stable,7401-7720,6251-7450,50,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
40,50,17,12,residual,residual,7401-7720,7451-7750,270,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
40,50,18,12,stable,residual,7721-7760,7451-7750,30,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
40,50,18,13,stable,middle,7721-7760,7751-7800,10,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
40,50,19,13,middle,middle,7761-7800,7751-7800,40,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
40,50,20,14,stable,stable,7801-21040,7801-21050,13240,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
40,50,21,14,middle,stable,21041-21080,7801-21050,10,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
40,50,21,15,middle,residual,21041-21080,21051-21400,30,2,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
40,50,22,15,residual,residual,21081-21360,21051-21400,280,1,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
40,50,23,15,stable,residual,21361-21400,21051-21400,40,1,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
40,50,24,16,middle,middle,21401-21440,21401-21450,40,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
40,50,25,16,stable,middle,21441-21640,21401-21450,10,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
40,50,25,17,stable,stable,21441-21640,21451-21650,190,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
40,50,26,17,middle,stable,21641-21680,21451-21650,10,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
40,50,26,18,middle,middle,21641-21680,21651-21700,30,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
40,50,27,18,stable,middle,21681-23360,21651-21700,20,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
40,50,27,19,stable,stable,21681-23360,21701-23400,1660,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
40,50,28,19,middle,stable,23361-23400,21701-23400,40,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
40,50,29,20,residual,residual,23401-24040,23401-24050,640,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
40,50,30,20,middle,residual,24041-24080,23401-24050,10,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
40,50,30,21,middle,middle,24041-24080,24051-24100,30,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
40,50,31,21,residual,middle,24081-24120,24051-24100,20,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
40,50,31,22,residual,stable,24081-24120,24101-25567,20,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
40,50,32,22,stable,stable,24121-25567,24101-25567,1447,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
40,50,6,2,stable,stable,681-2920,701-2900,2200,1,1,one_to_one_continuation,observer-side overlap relation under adjacent constitution transition
40,50,11,5,middle,stable,5121-5480,3251-5150,30,1,1,recolored_overlap,observer-side overlap relation under adjacent constitution transition
40,50,11,6,middle,middle,5121-5480,5151-5450,300,1,1,one_to_one_continuation,observer-side overlap relation under adjacent constitution transition
40,50,11,7,middle,stable,5121-5480,5451-5800,30,1,1,recolored_overlap,observer-side overlap relation under adjacent constitution transition
40,50,12,7,stable,stable,5481-5800,5451-5800,320,1,1,one_to_one_continuation,observer-side overlap relation under adjacent constitution transition
40,50,16,10,stable,middle,6241-7400,5901-6250,10,1,1,recolored_overlap,observer-side overlap relation under adjacent constitution transition
50,75,4,3,middle,residual,3201-3250,2926-3225,25,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
50,75,4,4,middle,stable,3201-3250,3226-5175,25,2,3,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
50,75,11,8,stable,stable,6251-7450,6226-7350,1100,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
50,75,11,9,stable,residual,6251-7450,7351-7725,100,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
50,75,12,9,residual,residual,7451-7750,7351-7725,275,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
50,75,12,10,residual,middle,7451-7750,7726-7800,25,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
50,75,15,12,residual,residual,21051-21400,21076-21375,300,2,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
50,75,15,13,residual,middle,21051-21400,21376-21450,25,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
50,75,20,15,residual,residual,23401-24050,23401-24000,600,2,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
50,75,20,16,residual,middle,23401-24050,24001-24075,50,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
50,75,21,16,middle,middle,24051-24100,24001-24075,25,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
50,75,21,17,middle,stable,24051-24100,24076-25567,25,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
50,75,3,3,residual,residual,2901-3200,2926-3225,275,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
50,75,4,3,middle,residual,3201-3250,2926-3225,25,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
50,75,4,4,middle,stable,3201-3250,3226-5175,25,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
50,75,5,4,stable,stable,3251-5150,3226-5175,1900,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
50,75,7,6,stable,stable,5451-5800,5476-5850,325,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
50,75,8,6,residual,stable,5801-5850,5476-5850,50,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
50,75,9,7,stable,middle,5851-5900,5851-6225,50,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
50,75,10,7,middle,middle,5901-6250,5851-6225,325,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
50,75,11,9,stable,residual,6251-7450,7351-7725,100,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
50,75,12,9,residual,residual,7451-7750,7351-7725,275,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
50,75,12,10,residual,middle,7451-7750,7726-7800,25,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
50,75,13,10,middle,middle,7751-7800,7726-7800,50,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
50,75,15,13,residual,middle,21051-21400,21376-21450,25,3,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
50,75,16,13,middle,middle,21401-21450,21376-21450,50,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
50,75,17,14,stable,stable,21451-21650,21451-23400,200,1,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
50,75,18,14,middle,stable,21651-21700,21451-23400,50,1,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
50,75,19,14,stable,stable,21701-23400,21451-23400,1700,1,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
50,75,20,16,residual,middle,23401-24050,24001-24075,50,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
50,75,21,16,middle,middle,24051-24100,24001-24075,25,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
50,75,21,17,middle,stable,24051-24100,24076-25567,25,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
50,75,22,17,stable,stable,24101-25567,24076-25567,1467,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
50,75,1,1,middle,middle,1-700,1-675,675,1,1,one_to_one_continuation,observer-side overlap relation under adjacent constitution transition
50,75,1,2,middle,stable,1-700,676-2925,25,1,1,recolored_overlap,observer-side overlap relation under adjacent constitution transition
50,75,2,2,stable,stable,701-2900,676-2925,2200,1,1,one_to_one_continuation,observer-side overlap relation under adjacent constitution transition
50,75,3,2,residual,stable,2901-3200,676-2925,25,1,1,recolored_overlap,observer-side overlap relation under adjacent constitution transition
50,75,6,5,middle,middle,5151-5450,5176-5475,275,1,1,one_to_one_continuation,observer-side overlap relation under adjacent constitution transition
50,75,7,5,stable,middle,5451-5800,5176-5475,25,1,1,recolored_overlap,observer-side overlap relation under adjacent constitution transition
50,75,10,8,middle,stable,5901-6250,6226-7350,25,1,1,recolored_overlap,observer-side overlap relation under adjacent constitution transition
50,75,14,11,stable,stable,7801-21050,7801-21075,13250,1,1,one_to_one_continuation,observer-side overlap relation under adjacent constitution transition
75,100,4,4,stable,stable,3226-5175,3201-5100,1875,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
75,100,4,5,stable,middle,3226-5175,5101-5500,75,2,3,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
75,100,6,6,stable,stable,5476-5850,5501-5800,300,2,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
75,100,6,7,stable,residual,5476-5850,5801-5900,50,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
75,100,7,7,middle,residual,5851-6225,5801-5900,50,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
75,100,7,8,middle,middle,5851-6225,5901-6200,300,2,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
75,100,9,9,residual,stable,7351-7725,6201-7400,50,2,3,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
75,100,9,10,residual,residual,7351-7725,7401-7800,325,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
75,100,13,12,middle,residual,21376-21450,21101-21400,25,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
75,100,13,13,middle,stable,21376-21450,21401-23400,50,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
75,100,4,5,stable,middle,3226-5175,5101-5500,75,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
75,100,5,5,middle,middle,5176-5475,5101-5500,300,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
75,100,6,7,stable,residual,5476-5850,5801-5900,50,3,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
75,100,7,7,middle,residual,5851-6225,5801-5900,50,3,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
75,100,8,9,stable,stable,6226-7350,6201-7400,1125,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
75,100,9,9,residual,stable,7351-7725,6201-7400,50,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
75,100,9,10,residual,residual,7351-7725,7401-7800,325,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
75,100,10,10,middle,residual,7726-7800,7401-7800,75,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
75,100,12,12,residual,residual,21076-21375,21101-21400,275,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
75,100,13,12,middle,residual,21376-21450,21101-21400,25,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
75,100,13,13,middle,stable,21376-21450,21401-23400,50,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
75,100,14,13,stable,stable,21451-23400,21401-23400,1950,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
75,100,15,14,residual,residual,23401-24000,23401-24100,600,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
75,100,16,14,middle,residual,24001-24075,23401-24100,75,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
75,100,1,1,middle,middle,1-675,1-700,675,1,1,one_to_one_continuation,observer-side overlap relation under adjacent constitution transition
75,100,2,1,stable,middle,676-2925,1-700,25,1,1,recolored_overlap,observer-side overlap relation under adjacent constitution transition
75,100,2,2,stable,stable,676-2925,701-2900,2200,1,1,one_to_one_continuation,observer-side overlap relation under adjacent constitution transition
75,100,2,3,stable,residual,676-2925,2901-3200,25,1,1,recolored_overlap,observer-side overlap relation under adjacent constitution transition
75,100,3,3,residual,residual,2926-3225,2901-3200,275,1,1,one_to_one_continuation,observer-side overlap relation under adjacent constitution transition
75,100,3,4,residual,stable,2926-3225,3201-5100,25,1,1,recolored_overlap,observer-side overlap relation under adjacent constitution transition
75,100,11,11,stable,stable,7801-21075,7801-21100,13275,1,1,one_to_one_continuation,observer-side overlap relation under adjacent constitution transition
75,100,12,11,residual,stable,21076-21375,7801-21100,25,1,1,recolored_overlap,observer-side overlap relation under adjacent constitution transition
75,100,17,15,stable,stable,24076-25567,24101-25567,1467,1,1,one_to_one_continuation,observer-side overlap relation under adjacent constitution transition
