hour_index,aggregate_load
951,899231.000000
952,910797.000000
953,933284.000000
954,987601.000000
955,1005408.000000
956,991257.000000
957,948138.000000
958,866469.000000
959,714646.000000
960,541491.000000
961,443422.000000
962,419398.000000
963,401228.000000
964,396225.000000
965,418263.000000
966,480989.000000
967,587001.000000
968,627639.000000
969,770748.000000
970,843093.000000
971,877485.000000
972,900031.000000
973,917075.000000
974,902893.000000
975,930160.000000
976,928305.000000
977,964317.000000
978,989528.000000
979,1031170.000000
980,984933.000000
981,930278.000000
982,871404.000000
983,744183.000000
984,567623.000000
985,475775.000000
986,448011.000000
987,405062.000000
988,383184.000000
989,404385.000000
990,480795.000000
991,577456.000000
992,619960.000000
993,763577.000000
994,850968.000000
995,890832.000000
996,899481.000000
997,915096.000000
998,907936.000000
999,932695.000000
1000,924226.000000
1001,951064.000000
1002,1008345.000000
1003,1039024.000000
1004,984687.000000
1005,947645.000000
1006,870142.000000
1007,746536.000000
1008,567365.000000
1009,464240.000000
1010,442303.000000
1011,409601.000000
1012,368219.000000
1013,391217.000000
1014,452996.000000
1015,547502.000000
1016,581876.000000
1017,740522.000000
1018,837129.000000
1019,867288.000000
1020,873982.000000
1021,884686.000000
1022,881986.000000
1023,893571.000000
1024,890324.000000
1025,908868.000000
1026,960338.000000
1027,970726.000000
1028,949129.000000
1029,888825.000000
1030,805631.000000
1031,654355.000000
1032,513174.000000
1033,415223.000000
1034,401268.000000
1035,387904.000000
1036,381913.000000
1037,404722.000000
1038,467788.000000
1039,563497.000000
1040,610198.000000
1041,746873.000000
1042,821040.000000
1043,854860.000000
1044,871375.000000
1045,887362.000000
1046,910237.000000
1047,892035.000000
1048,901818.000000
1049,914127.000000
1050,969764.000000
1051,1002422.000000
1052,976922.000000
1053,935344.000000
1054,857091.000000
1055,753199.000000
1056,558817.000000
1057,472929.000000
1058,437941.000000
1059,415544.000000
1060,415707.000000
1061,429851.000000
1062,483506.000000
1063,577395.000000
1064,624015.000000
1065,760209.000000
1066,830946.000000
1067,859703.000000
1068,870590.000000
1069,888667.000000
1070,904224.000000
1071,904554.000000
1072,908752.000000
1073,910571.000000
1074,968521.000000
1075,1011056.000000
1076,976863.000000
1077,938963.000000
1078,853362.000000
1079,735103.000000
1080,546465.000000
1081,434741.000000
1082,417828.000000
1083,398393.000000
1084,396487.000000
1085,421371.000000
1086,481101.000000
1087,582458.000000
1088,622621.000000
1089,747330.000000
1090,819134.000000
1091,857160.000000
1092,891378.000000
1093,889561.000000
1094,894757.000000
1095,881793.000000
1096,896201.000000
1097,914882.000000
1098,959493.000000
1099,1000967.000000
1100,972074.000000
1101,948154.000000
1102,862266.000000
1103,731604.000000
1104,552028.000000
1105,444433.000000
1106,423345.000000
1107,405658.000000
1108,397072.000000
1109,410490.000000
1110,475301.000000
1111,577052.000000
1112,618086.000000
1113,744856.000000
1114,821161.000000
1115,851538.000000
1116,857721.000000
1117,877849.000000
1118,899481.000000
1119,901847.000000
1120,900067.000000
1121,912862.000000
1122,972253.000000
1123,1012925.000000
1124,980660.000000
1125,921610.000000
1126,840470.000000
1127,710164.000000
1128,551526.000000
1129,460629.000000
1130,438243.000000
1131,418594.000000
1132,418963.000000
1133,427829.000000
1134,499432.000000
1135,583674.000000
1136,632536.000000
1137,752686.000000
1138,827727.000000
1139,852488.000000
1140,880931.000000
1141,907018.000000
1142,910430.000000
1143,904261.000000
1144,912158.000000
1145,932878.000000
1146,970697.000000
1147,1010519.000000
1148,962082.000000
1149,923127.000000
1150,868590.000000
1151,746817.000000
1152,573681.000000
1153,470167.000000
1154,444670.000000
1155,405466.000000
1156,388846.000000
1157,401761.000000
1158,462669.000000
1159,566446.000000
1160,618094.000000
1161,742418.000000
1162,839953.000000
1163,864831.000000
1164,897366.000000
1165,889576.000000
1166,903908.000000
1167,907944.000000
1168,911810.000000
1169,931874.000000
1170,978797.000000
1171,1017059.000000
1172,966890.000000
1173,916272.000000
1174,853796.000000
1175,739839.000000
1176,574341.000000
1177,476364.000000
1178,453676.000000
1179,423139.000000
1180,386810.000000
1181,397122.000000
1182,457630.000000
1183,553263.000000
1184,587327.000000
1185,742093.000000
1186,824152.000000
1187,859207.000000
1188,865981.000000
1189,869725.000000
1190,852128.000000
1191,863166.000000
1192,868433.000000
1193,878470.000000
1194,926529.000000
1195,972534.000000
1196,923447.000000
1197,883780.000000
1198,801104.000000
1199,658333.000000
1200,515256.000000
1201,423554.000000
1202,406680.000000
1203,392086.000000
1204,386824.000000
1205,403756.000000
1206,476867.000000
1207,567062.000000
1208,609617.000000
1209,738702.000000
1210,825006.000000
1211,864276.000000
1212,886535.000000
1213,896978.000000
1214,882813.000000
1215,899326.000000
1216,908203.000000
1217,919909.000000
1218,958168.000000
1219,1001501.000000
1220,958604.000000
1221,911333.000000
1222,845239.000000
1223,722584.000000
1224,563075.000000
1225,455121.000000
1226,434613.000000
1227,406400.000000
1228,404179.000000
1229,410037.000000
1230,482345.000000
1231,560887.000000
1232,599813.000000
1233,716121.000000
1234,820477.000000
1235,853440.000000
1236,865224.000000
1237,878783.000000
1238,933091.000000
1239,894939.000000
1240,905467.000000
1241,922607.000000
1242,959292.000000
1243,1004192.000000
1244,936375.000000
1245,907126.000000
1246,825240.000000
1247,672497.000000
1248,535253.000000
1249,441077.000000
1250,422356.000000
1251,406501.000000
1252,397665.000000
1253,404430.000000
1254,477250.000000
1255,567538.000000
1256,613563.000000
1257,749654.000000
1258,831516.000000
1259,852982.000000
1260,896582.000000
1261,914657.000000
1262,917707.000000
1263,920996.000000
1264,923746.000000
1265,922574.000000
1266,972850.000000
1267,1010703.000000
1268,978438.000000
1269,942365.000000
1270,843077.000000
1271,715513.000000
1272,543035.000000
1273,442488.000000
1274,416934.000000
1275,407630.000000
1276,397281.000000
1277,416383.000000
1278,484417.000000
1279,575649.000000
1280,612420.000000
1281,751133.000000
1282,833089.000000
1283,860240.000000
1284,874458.000000
1285,887297.000000
1286,910335.000000
1287,929893.000000
1288,935839.000000
1289,936685.000000
1290,972118.000000
1291,1002953.000000
1292,956640.000000
1293,919274.000000
1294,846682.000000
1295,711975.000000
1296,548487.000000
1297,441626.000000
1298,418784.000000
1299,404578.000000
1300,407983.000000
1301,428374.000000
1302,490172.000000
1303,571279.000000
1304,621452.000000
1305,753585.000000
1306,830123.000000
1307,854926.000000
1308,894769.000000
1309,919454.000000
1310,920298.000000
1311,916840.000000
1312,929906.000000
1313,941516.000000
1314,979895.000000
1315,1014605.000000
1316,1005261.000000
1317,958439.000000
1318,867073.000000
1319,757346.000000
1320,579803.000000
1321,484265.000000
1322,453848.000000
1323,418653.000000
1324,399222.000000
1325,416906.000000
1326,469966.000000
1327,566115.000000
1328,610643.000000
1329,736476.000000
1330,842122.000000
1331,871149.000000
1332,906787.000000
1333,934446.000000
1334,926285.000000
1335,920113.000000
1336,940067.000000
1337,939455.000000
1338,977785.000000
1339,1030745.000000
1340,975056.000000
1341,932584.000000
1342,866164.000000
1343,745336.000000
1344,577862.000000
1345,480019.000000
1346,451300.000000
1347,425613.000000
1348,391772.000000
1349,402994.000000
1350,458170.000000
1351,550350.000000
1352,584314.000000
1353,727431.000000
1354,837791.000000
1355,875153.000000
1356,907032.000000
1357,914923.000000
1358,905436.000000
1359,910506.000000
1360,913482.000000
1361,926030.000000
1362,946855.000000
1363,996009.000000
1364,951375.000000
1365,908390.000000
1366,812059.000000
1367,661077.000000
1368,524488.000000
1369,435124.000000
1370,415018.000000
1371,406522.000000
1372,402033.000000
1373,417707.000000
1374,484935.000000
1375,563683.000000
1376,607242.000000
1377,733233.000000
1378,821359.000000
1379,856818.000000
1380,898714.000000
1381,909609.000000
1382,910392.000000
1383,906193.000000
1384,938253.000000
1385,940552.000000
1386,969252.000000
1387,1011788.000000
1388,989071.000000
1389,957800.000000
1390,880855.000000
1391,726007.000000
1392,554881.000000
1393,452341.000000
1394,430021.000000
1395,416212.000000
1396,410896.000000
1397,430276.000000
1398,483934.000000
1399,572324.000000
1400,609988.000000
1401,747792.000000
1402,832731.000000
1403,874979.000000
1404,898091.000000
1405,914913.000000
1406,920211.000000
1407,915963.000000
1408,928584.000000
1409,937741.000000
1410,968899.000000
1411,1018101.000000
1412,970885.000000
1413,919202.000000
1414,843707.000000
1415,686448.000000
1416,537898.000000
1417,442616.000000
1418,421561.000000
1419,405718.000000
1420,399539.000000
1421,413221.000000
1422,478556.000000
1423,571645.000000
1424,612845.000000
1425,744425.000000
1426,835277.000000
1427,859488.000000
1428,907456.000000
1429,918364.000000
1430,917840.000000
1431,910909.000000
1432,940590.000000
1433,933762.000000
1434,968135.000000
1435,1009581.000000
1436,955788.000000
1437,930170.000000
1438,842419.000000
1439,713890.000000
1440,534279.000000
1441,432711.000000
1442,412101.000000
1443,403912.000000
1444,404502.000000
1445,415028.000000
1446,472634.000000
1447,574517.000000
1448,610920.000000
1449,751502.000000
1450,833433.000000
1451,859465.000000
1452,901631.000000
1453,923109.000000
1454,912305.000000
1455,915424.000000
1456,925078.000000
1457,936782.000000
1458,975985.000000
1459,1014125.000000
1460,981330.000000
1461,946814.000000
1462,853582.000000
1463,707890.000000
1464,538825.000000
1465,439900.000000
1466,420618.000000
1467,409078.000000
1468,402770.000000
1469,419738.000000
1470,475853.000000
1471,570609.000000
1472,609364.000000
1473,747824.000000
1474,849154.000000
1475,877991.000000
1476,902575.000000
1477,926354.000000
1478,924775.000000
1479,933716.000000
1480,941616.000000
1481,948368.000000
1482,968114.000000
1483,1022106.000000
1484,990083.000000
1485,933407.000000
1486,889912.000000
1487,751892.000000
1488,581273.000000
1489,484052.000000
1490,447967.000000
1491,412442.000000
1492,404789.000000
1493,424052.000000
1494,475594.000000
1495,561794.000000
1496,596721.000000
1497,745190.000000
1498,852980.000000
1499,891561.000000
1500,925707.000000
1501,930555.000000
1502,930078.000000
1503,939566.000000
1504,947152.000000
1505,947994.000000
1506,987719.000000
1507,1032208.000000
1508,1008156.000000
1509,965320.000000
1510,910431.000000
1511,792842.000000
1512,597111.000000
1513,495059.000000
1514,469894.000000
1515,445060.000000
1516,403275.000000
1517,416495.000000
1518,491914.000000
1519,556976.000000
1520,584832.000000
1521,742742.000000
1522,847935.000000
1523,890257.000000
1524,922018.000000
1525,906885.000000
1526,908829.000000
1527,918381.000000
1528,924915.000000
1529,925086.000000
1530,950258.000000
1531,1017309.000000
1532,972852.000000
1533,944651.000000
1534,859968.000000
1535,696406.000000
1536,535000.000000
1537,432338.000000
1538,413962.000000
1539,404361.000000
1540,396024.000000
1541,419654.000000
1542,485021.000000
1543,558373.000000
1544,579904.000000
1545,721248.000000
1546,835463.000000
1547,892349.000000
1548,890411.000000
1549,923252.000000
1550,921654.000000
1551,926253.000000
1552,934952.000000
1553,927994.000000
1554,958680.000000
1555,1017056.000000
1556,988730.000000
1557,953930.000000
1558,843101.000000
1559,712295.000000
1560,543704.000000
1561,450793.000000
1562,431736.000000
1563,417114.000000
1564,405487.000000
1565,428864.000000
1566,488525.000000
1567,571394.000000
1568,607519.000000
1569,736604.000000
1570,824427.000000
1571,858838.000000
1572,898544.000000
1573,913182.000000
1574,915284.000000
1575,918961.000000
1576,920613.000000
1577,930924.000000
1578,960132.000000
1579,1012775.000000
1580,976824.000000
1581,952323.000000
1582,893107.000000
1583,745394.000000
1584,552696.000000
1585,447437.000000
1586,424320.000000
1587,407477.000000
1588,399665.000000
1589,427914.000000
1590,485741.000000
1591,577596.000000
1592,613744.000000
1593,730780.000000
1594,828387.000000
1595,875255.000000
1596,909246.000000
1597,913058.000000
1598,917569.000000
1599,924898.000000
1600,932643.000000
1601,946474.000000
1602,965227.000000
1603,1013258.000000
1604,986972.000000
1605,953727.000000
1606,882493.000000
1607,736739.000000
1608,556059.000000
1609,453513.000000
1610,442012.000000
1611,420727.000000
1612,410817.000000
1613,424522.000000
1614,490240.000000
1615,576630.000000
1616,607984.000000
1617,733924.000000
1618,839447.000000
1619,869661.000000
1620,882250.000000
1621,952438.000000
1622,964872.000000
1623,962768.000000
1624,962922.000000
1625,976096.000000
1626,977707.000000
1627,1025416.000000
1628,998012.000000
1629,976073.000000
1630,881433.000000
1631,706913.000000
1632,549995.000000
1633,465764.000000
1634,433032.000000
1635,422992.000000
1636,409539.000000
1637,422302.000000
1638,487522.000000
1639,567012.000000
1640,596754.000000
1641,732726.000000
1642,820815.000000
1643,912219.000000
1644,924153.000000
1645,924420.000000
1646,932218.000000
1647,929303.000000
1648,951083.000000
1649,956710.000000
1650,960286.000000
1651,1023283.000000
