from_window_size,to_window_size,from_segment,to_segment,from_dominant,to_dominant,from_interval,to_interval,overlap_lines,from_overlap_count,to_overlap_count,relation_type,relation_note
25,40,37,13,residual,residual,9676-10125,9681-10120,440,3,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,37,14,residual,stable,9676-10125,10121-10160,5,3,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,38,14,stable,stable,10126-10175,10121-10160,35,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,38,15,stable,residual,10126-10175,10161-10240,15,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,39,15,residual,residual,10176-10875,10161-10240,65,3,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,39,16,residual,stable,10176-10875,10241-10280,40,3,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,39,17,residual,residual,10176-10875,10281-12800,595,3,7,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,47,18,residual,stable,12826-14025,12801-12840,15,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,47,19,residual,residual,12826-14025,12841-15080,1185,2,5,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,51,19,residual,residual,14426-15100,12841-15080,655,2,5,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,51,20,residual,stable,14426-15100,15081-15120,20,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,52,20,stable,stable,15101-15125,15081-15120,20,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,52,21,stable,residual,15101-15125,15121-17640,5,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,53,21,residual,residual,15126-17650,15121-17640,2515,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,53,22,residual,stable,15126-17650,17641-17680,10,2,3,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,55,22,residual,stable,17676-17950,17641-17680,5,2,3,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,55,23,residual,residual,17676-17950,17681-18760,270,2,8,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,62,23,stable,residual,18751-18775,17681-18760,10,2,8,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,62,24,stable,stable,18751-18775,18761-18800,15,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,63,24,residual,stable,18776-19400,18761-18800,25,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,63,25,residual,residual,18776-19400,18801-19720,600,2,4,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,66,25,stable,residual,19701-19750,18801-19720,20,2,4,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,66,26,stable,stable,19701-19750,19721-19760,30,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,67,26,residual,stable,19751-20375,19721-19760,10,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,67,27,residual,residual,19751-20375,19761-29880,615,2,31,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,97,27,residual,residual,29626-30300,19761-29880,255,5,31,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,97,28,residual,stable,29626-30300,29881-29920,40,5,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,97,29,residual,residual,29626-30300,29921-30000,80,5,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,97,30,residual,stable,29626-30300,30001-30040,40,5,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,97,31,residual,residual,29626-30300,30041-32880,260,5,13,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,109,31,residual,residual,32826-32900,30041-32880,55,2,13,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,109,32,residual,stable,32826-32900,32881-32920,20,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,110,32,stable,stable,32901-32925,32881-32920,20,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,110,33,stable,residual,32901-32925,32921-34680,5,2,3,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,112,33,stable,residual,34676-34700,32921-34680,5,2,3,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,112,34,stable,stable,34676-34700,34681-34720,20,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,113,34,residual,stable,34701-34775,34681-34720,20,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,113,35,residual,residual,34701-34775,34721-34800,55,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,114,35,stable,residual,34776-34825,34721-34800,25,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,114,36,stable,stable,34776-34825,34801-34840,25,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,115,36,residual,stable,34826-37000,34801-34840,15,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,115,37,residual,residual,34826-37000,34841-37000,2160,2,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,116,38,stable,stable,37001-37050,37001-37040,40,2,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,116,39,stable,residual,37001-37050,37041-41280,10,2,18,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,133,39,residual,residual,40651-41300,37041-41280,630,2,18,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,133,40,residual,stable,40651-41300,41281-41320,20,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,134,40,stable,stable,41301-41325,41281-41320,20,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,134,41,stable,residual,41301-41325,41321-42720,5,2,5,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,138,41,stable,residual,42701-42750,41321-42720,20,2,5,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,138,42,stable,stable,42701-42750,42721-42760,30,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,139,42,residual,stable,42751-43575,42721-42760,10,3,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,139,43,residual,residual,42751-43575,42761-43480,720,3,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,139,44,residual,stable,42751-43575,43481-43520,40,3,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,148,45,stable,residual,45476-45500,43521-45480,5,2,10,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,148,46,stable,stable,45476-45500,45481-45520,20,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,149,46,residual,stable,45501-45850,45481-45520,20,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,149,47,residual,residual,45501-45850,45521-49040,330,2,11,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,159,47,residual,residual,48501-49050,45521-49040,540,2,11,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,159,48,residual,stable,48501-49050,49041-49080,10,2,3,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,161,48,residual,stable,49076-50225,49041-49080,5,2,3,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,161,49,residual,residual,49076-50225,49081-53720,1145,2,9,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,169,49,residual,residual,51676-54275,49081-53720,2045,3,9,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,169,50,residual,stable,51676-54275,53721-53760,40,3,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,169,51,residual,residual,51676-54275,53761-54280,515,3,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,170,51,stable,residual,54276-54300,53761-54280,5,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,170,52,stable,stable,54276-54300,54281-54320,20,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,171,52,residual,stable,54301-54550,54281-54320,20,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,171,53,residual,residual,54301-54550,54321-55640,230,2,7,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,177,53,residual,residual,55126-56050,54321-55640,515,3,7,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,177,54,residual,stable,55126-56050,55641-55680,40,3,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,177,55,residual,residual,55126-56050,55681-57000,370,3,7,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,184,56,stable,stable,57001-57050,57001-57040,40,2,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,184,57,stable,residual,57001-57050,57041-57960,10,2,7,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,190,57,stable,residual,57951-57975,57041-57960,10,2,7,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,190,58,stable,stable,57951-57975,57961-58000,15,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,191,58,residual,stable,57976-58450,57961-58000,25,3,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,191,59,residual,residual,57976-58450,58001-58440,440,3,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,191,60,residual,stable,57976-58450,58441-58480,10,3,3,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,193,60,residual,stable,58476-59100,58441-58480,5,2,3,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,193,61,residual,residual,58476-59100,58481-59280,620,2,3,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,195,61,residual,residual,59126-59575,58481-59280,155,3,3,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,195,62,residual,stable,59126-59575,59281-59320,40,3,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,195,63,residual,residual,59126-59575,59321-60120,255,3,5,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,199,63,residual,residual,59876-60525,59321-60120,245,3,5,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,199,64,residual,stable,59876-60525,60121-60160,40,3,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,199,65,residual,residual,59876-60525,60161-61240,365,3,7,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,205,65,residual,residual,61101-61250,60161-61240,140,2,7,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,205,66,residual,stable,61101-61250,61241-61280,10,2,3,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,207,66,residual,stable,61276-61900,61241-61280,5,2,3,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,207,67,residual,residual,61276-61900,61281-62720,620,2,5,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,211,67,residual,residual,62201-63950,61281-62720,520,3,5,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,211,68,residual,stable,62201-63950,62721-62760,40,3,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,211,69,residual,residual,62201-63950,62761-64760,1190,3,9,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,219,69,residual,residual,64526-64775,62761-64760,235,2,9,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,219,70,residual,stable,64526-64775,64761-64800,15,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,237,71,residual,residual,68126-68375,64801-68360,235,2,17,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,237,72,residual,stable,68126-68375,68361-68400,15,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,240,73,stable,residual,68676-68725,68401-68680,5,3,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,240,74,stable,stable,68676-68725,68681-68720,40,3,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,240,75,stable,residual,68676-68725,68721-69360,5,3,6,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,245,75,residual,residual,69001-69650,68721-69360,360,3,6,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,245,76,residual,stable,69001-69650,69361-69400,40,3,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,245,77,residual,residual,69001-69650,69401-71840,250,3,13,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,257,77,residual,residual,70776-71950,69401-71840,1065,3,13,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,257,78,residual,stable,70776-71950,71841-71880,40,3,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,257,79,residual,residual,70776-71950,71881-71960,70,3,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,258,79,stable,residual,71951-71975,71881-71960,10,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,258,80,stable,stable,71951-71975,71961-72000,15,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,259,80,residual,stable,71976-72875,71961-72000,25,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,259,81,residual,residual,71976-72875,72001-72880,875,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,260,81,stable,residual,72876-72900,72001-72880,5,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,260,82,stable,stable,72876-72900,72881-72920,20,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,261,82,residual,stable,72901-73075,72881-72920,20,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,261,83,residual,residual,72901-73075,72921-73080,155,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,262,83,stable,residual,73076-73125,72921-73080,5,3,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,262,84,stable,stable,73076-73125,73081-73120,40,3,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,262,85,stable,residual,73076-73125,73121-73640,5,3,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,263,85,residual,residual,73126-73650,73121-73640,515,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,263,86,residual,stable,73126-73650,73641-73680,10,2,3,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,265,86,residual,stable,73676-74025,73641-73680,5,2,3,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,265,87,residual,residual,73676-74025,73681-74040,345,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,266,87,stable,residual,74026-74050,73681-74040,15,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,266,88,stable,stable,74026-74050,74041-74080,10,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,267,88,residual,stable,74051-75075,74041-74080,30,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,267,89,residual,residual,74051-75075,74081-75080,995,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,268,89,stable,residual,75076-75100,74081-75080,5,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,268,90,stable,stable,75076-75100,75081-75120,20,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,269,90,residual,stable,75101-77900,75081-75120,20,3,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,269,91,residual,residual,75101-77900,75121-77880,2760,3,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,269,92,residual,stable,75101-77900,77881-77920,20,3,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,270,92,stable,stable,77901-77925,77881-77920,20,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,270,93,stable,residual,77901-77925,77921-80160,5,2,8,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,277,93,residual,residual,79426-80175,77921-80160,735,2,8,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,277,94,residual,stable,79426-80175,80161-80200,15,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,285,96,residual,stable,81426-81500,81401-81440,15,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,285,97,residual,residual,81426-81500,81441-83800,60,2,15,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,299,97,residual,residual,83551-84375,81441-83800,250,5,15,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,299,98,residual,stable,83551-84375,83801-83840,40,5,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,299,99,residual,residual,83551-84375,83841-84200,360,5,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,299,100,residual,stable,83551-84375,84201-84240,40,5,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,299,101,residual,residual,83551-84375,84241-87000,135,5,19,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,317,101,residual,residual,86751-87025,84241-87000,250,2,19,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,317,102,residual,stable,86751-87025,87001-87040,25,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,318,102,stable,stable,87026-87050,87001-87040,15,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,318,103,stable,residual,87026-87050,87041-87400,10,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,319,103,residual,residual,87051-87675,87041-87400,350,3,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,319,104,residual,stable,87051-87675,87401-87440,40,3,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,319,105,residual,residual,87051-87675,87441-87680,235,3,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,320,105,stable,residual,87676-87700,87441-87680,5,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,320,106,stable,stable,87676-87700,87681-87720,20,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,321,106,residual,stable,87701-88250,87681-87720,20,4,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,321,107,residual,residual,87701-88250,87721-87960,240,4,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,321,108,residual,stable,87701-88250,87961-88000,40,4,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,321,109,residual,residual,87701-88250,88001-88520,250,4,3,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,323,109,residual,residual,88276-89575,88001-88520,245,5,3,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,323,110,residual,stable,88276-89575,88521-88560,40,5,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,323,111,residual,residual,88276-89575,88561-89200,640,5,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,323,112,residual,stable,88276-89575,89201-89240,40,5,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,323,113,residual,residual,88276-89575,89241-92280,335,5,8,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,330,113,stable,residual,92276-92300,89241-92280,5,2,8,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,330,114,stable,stable,92276-92300,92281-92320,20,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,331,114,residual,stable,92301-92850,92281-92320,20,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,331,115,residual,residual,92301-92850,92321-93320,530,2,7,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,337,115,residual,residual,93251-93425,92321-93320,70,3,7,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,337,116,residual,stable,93251-93425,93321-93360,40,3,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,337,117,residual,residual,93251-93425,93361-94760,65,3,3,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,339,117,residual,residual,93451-94775,93361-94760,1310,2,3,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,339,118,residual,stable,93451-94775,94761-94800,15,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,341,119,residual,residual,94801-95700,94801-95320,520,3,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,341,120,residual,stable,94801-95700,95321-95360,40,3,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,341,121,residual,residual,94801-95700,95361-99440,340,3,13,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,353,121,residual,residual,98526-100175,95361-99440,915,3,13,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,353,122,residual,stable,98526-100175,99441-99480,40,3,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,353,123,residual,residual,98526-100175,99481-104120,695,3,13,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,365,123,residual,residual,103851-104125,99481-104120,270,2,13,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,365,124,residual,stable,103851-104125,104121-104160,5,2,3,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,367,124,residual,stable,104151-104400,104121-104160,10,2,3,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,367,125,residual,residual,104151-104400,104161-106680,240,2,11,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,377,125,residual,residual,106451-106700,104161-106680,230,2,11,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,377,126,residual,stable,106451-106700,106681-106720,20,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,378,126,stable,stable,106701-106725,106681-106720,20,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,378,127,stable,residual,106701-106725,106721-111240,5,2,22,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,399,127,residual,residual,111076-111900,106721-111240,165,3,22,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,399,128,residual,stable,111076-111900,111241-111280,40,3,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,399,129,residual,residual,111076-111900,111281-112000,620,3,3,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,403,130,residual,stable,112026-112375,112001-112040,15,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,403,131,residual,residual,112026-112375,112041-113800,335,2,9,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,413,132,residual,stable,113826-114175,113801-113840,15,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,413,133,residual,residual,113826-114175,113841-114440,335,2,3,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,415,133,residual,residual,114201-114450,113841-114440,240,2,3,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,415,134,residual,stable,114201-114450,114441-114480,10,2,3,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,417,134,residual,stable,114476-115100,114441-114480,5,2,3,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,417,135,residual,residual,114476-115100,114481-115120,620,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,418,135,stable,residual,115101-115150,114481-115120,20,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,418,136,stable,stable,115101-115150,115121-115160,30,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,419,136,residual,stable,115151-116225,115121-115160,10,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,419,137,residual,residual,115151-116225,115161-118640,1065,2,9,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,427,137,residual,residual,117926-119100,115161-118640,715,3,9,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,427,138,residual,stable,117926-119100,118641-118680,40,3,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,427,139,residual,residual,117926-119100,118681-120320,420,3,7,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,433,139,residual,residual,119526-121175,118681-120320,795,3,7,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,433,140,residual,stable,119526-121175,120321-120360,40,3,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,433,141,residual,residual,119526-121175,120361-123360,815,3,7,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
25,40,1,1,residual,residual,1-150,1-160,150,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,2,1,stable,residual,151-175,1-160,10,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,2,2,stable,stable,151-175,161-200,15,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,3,2,residual,stable,176-1000,161-200,25,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
